"OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine-grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona/New_Mexico_Mountains","US_L3NAME_Arizona/New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","spl3cat","spl5"
1203,"As","Dissolved",0,270000,"5417.45","42.5",14.4553804,0,0,1.2401215,1.1447263,0.2156763,53.5978012,6.5998368,14.0820217,5.0604382,12.3807659,0.1910076,0.8520226,0.3167806,1.6947354,11.8591738,0,0,0,0,0.016985,0,2.0004718,1.989007,27.4710007,18.497118,0.4640243,324.3988953,0.7957836,0.9399094,9.2514191,9.2409306,0,16.9769821,0,0.0077382,380.9451904,52.1351929,84.2216034,0.7268762,5.5093088,0,0.2047257,1.1821291,149.1254425,0.0269807,0,0.1,8.1686792,0.220348,0.4902204,6.3471446,0.5518147,1.5823995,9.088728,22.9260731,10.8610802,11.8560486,0,1.9929399,41.3951111,0.7907898,15.6489973,45.4935875,1.8316097,0.1188281,53.2640572,6.568716,16.4466438,5.2641492,0.8604819,11.0613842,1.7858583,12.9368982,0.0139753,1.9254428,28.3088818,19.8485641,0.4852152,318.8386536,0.8970987,0.9763086,8.8951845,8.8486557,297.9755859,15.0894232,82.5895386,0.0570426,0.6589851,5.2418699,0.2292502,1.096514,184.2374725,0.1,8.485218,0.2186132,0.4850534,2.1275449,45.3343887,0.9249645,15.7730017,38.0269508,1,4.2776151,5.2814665,606.7974854,1.2877219,0.135,0.8144719,0.2537635,55.3235474,5.9811659,14.1475782,5.063271,9.9180298,1.4626716,11.1521988,0.0152412,0.0293914,1.8266014,28.5297356,16.6082916,0.3987356,289.9705505,0.7341366,0.818008,8.6980362,7.6583323,340.9017639,16.0648804,84.4609222,0.0221628,0.6188955,5.0202403,0.2,1.0958643,134.6069794,0.1,7.726891,0.2028018,0.4764701,1.8796611,35.3056564,0.7587407,14.826211,37.9622078,2.6306646,0,0,0.0892662,0,0,1.8421419,0,0,51.8791847,0,5.6502728,2.8965454,3.1838045,21.1310215,9.7422152,17.1401749,0,0,0.3754543,0.4087477,0,53,209.525589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",TRUE,TRUE
1584,"As","Dissolved",2,247286,"6815","80",22.6937618,0,0,0.6810984,0.9941509,0.5805202,59.5360222,9.434742,26.0130596,5.5596595,22.3824577,0.0783421,3.155453,0,2.2207389,12.6184635,0,0,0.0883782,0,0.0261351,0,2.4752929,1.8338697,29.4791374,27.0678463,0.5320885,698.8006592,1.5384022,0.8504009,10.6546469,13.3738165,0,62.4976768,0,0,737.6060791,44.7060509,86.3234253,0.4357332,7.0319347,0,0.2538508,1.5385461,144.6093597,0.0353435,0,0.1365688,8.9703102,0.2745837,0.5529453,8.6214695,0.5852025,0.6791765,11.5245466,18.6783314,8.0730295,10.6922598,0,2.5401714,53.6423569,1.6388355,16.5114574,105.8043213,1.2516818,0.3377334,65.0440445,10.1208296,26.3427792,5.7919931,1.6593987,19.804985,2.6158955,15.5817213,0.0191326,1.8936887,32.3228798,29.6833515,0.6169325,616.762085,1.2785871,0.8890307,12.5110693,14.7875872,528.4736938,26.8696651,89.0454178,0.0364902,0.7223839,8.079319,0.283137,1.424877,163.5736542,0.1033585,9.703289,0.2997425,0.5833069,2.6974835,64.0945206,1.3007332,18.1252956,86.3856659,0.9033839,4.9662814,5.8672657,586.2409668,1.4459581,0.2845683,0.7322385,0.5604988,62.6486816,9.9941359,22.7950096,5.6466341,19.702116,2.0735822,13.7898932,0.0278869,0.0532036,1.7960196,30.992691,25.913805,0.5035808,705.0507812,1.564312,0.8350297,10.8237591,12.2603865,686.2483521,54.486496,88.9879761,0.0325252,0.5489258,6.8104868,0.2597631,1.4477303,138.8296509,0.1328448,9.083725,0.2619758,0.5726995,2.5673728,47.2468224,1.5254655,16.7472687,84.66008,1.2210915,0,0,0.0533455,0,0.1129329,3.8082616,0,0,42.4764175,0,7.907938,3.4197054,1.2207813,19.1415348,7.5789876,20.3850594,0,0,0.1384674,0,0,64,463.5565796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"C1",TRUE,TRUE
276,"As","Dissolved",3,46040,"475","286",15.4996901,0,0.0309385,2.6420915,2.3515086,0.1614534,99.7541733,9.8839655,36.4644737,5.9767747,18.323719,0.3392481,0.5663165,0.0575469,3.2787912,17.9773922,0,0,0.0211593,0,0.0368005,1.5728004,0.1317028,2.4060948,47.7014351,21.9406605,0.8209187,517.230835,0.7661276,1.4301862,19.020874,16.9321442,0.7566586,22.8026295,0,0,577.9787598,39.4254761,107.672966,0.5957232,10.0869579,0,0.2,2.9721749,196.4238586,0.0144945,0,0.1,19.7912846,0.3477897,0.6359574,7.5012112,1.1513641,2.6896968,8.963377,32.588501,13.6309042,18.9373875,0,2.8176417,55.7603416,1.9131081,32.8130875,57.366394,4.1336203,0.1064937,91.8851013,9.0655165,34.6575279,5.0959725,0.9488298,19.2196388,3.0115819,14.990242,0.033034,2.0916173,44.9617119,23.1549053,0.924233,462.6090393,0.7619719,1.3981375,14.4868727,16.8375072,469.2164612,19.2417393,95.3303299,0.0310827,0.4391446,10.0285931,0.2201294,2.5783303,240.0100708,0.1,16.7026329,0.3545555,0.5513016,2.4503517,60.0121613,2.9258988,27.5344734,53.5556717,1,5.8569722,4.2882481,715.2167969,2.147073,0.2609613,2.1917579,0.1354887,98.1633606,9.5046825,42.4711342,5.8491578,16.9762173,3.7391942,15.2349281,0.0254051,0.0687052,2.4401169,46.4629364,20.6762581,0.8263348,557.5061646,0.8390087,1.4719677,20.2703686,16.8025131,654.8135986,25.7478561,102.5817719,0.0147692,0.5854191,10.072484,0.2,3.3269958,200.5846405,0.1,20.2391281,0.3856707,0.5977332,3.0848651,66.5778275,2.4346664,31.7220688,60.0426941,6.7475343,0,0.0869801,0.0305619,0.1068992,1.603585,0.5107968,0,0.1229768,35.6511078,0,6.8045135,1.4843036,6.5013442,32.1224556,12.1087084,16.9150066,0,0,0.7845961,0.02743,0,16,121.3451004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"C1",TRUE,FALSE
268,"As","Dissolved",5,45969,"480","123.5",14.7677469,0,0.0325318,1.639925,1.9228572,0.1569505,99.8939438,9.8038807,36.4515495,6.2046309,17.3290176,0.2231551,0.4561307,0.0613224,3.3064904,18.0739632,0,0,0.0265069,0,0.0369347,1.6541599,0.1040725,2.4349651,47.5145836,21.8534794,0.7617416,519.8051758,0.761715,1.4437054,19.4301319,16.6575546,0,22.9739418,0,0,594.3862305,40.6722679,112.314827,0.5617284,10.0618143,0,0.2,3.0744765,184.9896545,0.0131755,0,0.1,20.0743923,0.3498337,0.6444827,7.4533238,1.1149285,1.7157344,8.917181,33.5514069,14.1827116,19.3716908,0,2.8386931,55.0698891,1.970775,33.4701157,57.0594215,3.6961491,0.1064935,93.9035034,9.0389509,35.03022,5.1581864,0.8321052,19.3419991,3.0674343,15.1256704,0.0330911,2.1439841,45.9491882,23.2294426,0.8832023,468.9185181,0.7384747,1.3906368,15.0963287,16.6731243,493.4480286,19.6033058,101.2345963,0.016302,0.3764655,10.0815849,0.2,2.7041228,200.5931396,0.1,17.1912289,0.3594948,0.6092161,2.6652174,58.6718292,3.1254308,28.9224415,55.1655731,1,5.8415694,4.1973014,712.3311157,2.1777921,0.2682512,1.8601216,0.132115,98.9753952,9.4577665,42.8718262,5.9956274,16.739893,3.8143017,15.2052164,0.0269534,0.0689574,2.4641993,46.6584969,19.8125,0.7798116,559.4996948,0.8345553,1.4825275,20.759901,16.5184517,672.4338989,26.1070347,104.8720703,0.0135682,0.5547071,10.0325575,0.2,3.405133,188.6869507,0.1,20.7542439,0.3918621,0.6053184,3.1196446,66.4206009,2.5503585,32.2923889,59.6824036,5.6617165,0,0,0.052703,0,1.6912196,0.466201,0,0.1242845,36.8579597,0,7.2192392,1.5657153,5.4257412,33.0211143,12.8826685,16.053957,0.0194878,0,0.6544929,0.0307305,0,16,122.0750961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"C1",TRUE,FALSE
1414,"As","Dissolved",18.1,264409,"3017.7","NULL",15.6745567,0,0.0283417,3.038784,2.1787665,0.1678282,41.1478119,7.1651888,32.7618599,5.5588336,15.0001907,0.657878,1.7587996,1.9718838,1.796488,8.3262978,0,0,0,1.2651738,0.0171827,0.5881278,1.2646484,1.589651,20.9397755,24.7783394,0.8919085,464.5828552,0.7181169,0.4809531,7.1508708,14.9400787,0.2272586,13.9555941,0,0,564.8499756,59.4916115,63.1229858,0.5468472,5.3913574,0,0.2058394,1.0813826,145.2908936,0.0272147,0,0.1,6.5804024,0.1830872,0.3847474,6.1368861,0.2492958,5.2992644,7.79702,11.6588955,4.8042159,6.5272155,0.9567433,1.6443282,46.6330795,0.7930009,11.1134872,43.4762688,3.860703,0.1263835,42.938961,7.7516537,28.9938545,5.3840699,1.644857,16.6724987,1.8057069,9.2902527,0.019875,1.4985772,22.9047699,27.1208668,0.96581,393.4274292,0.6642476,0.3687254,7.0028,15.774292,440.7434692,12.0816221,64.672821,0.1342193,0.5749848,5.9543586,0.2064901,1.1213057,157.6546783,0.1,6.8295512,0.1641911,0.43135,1.974562,49.1951065,1.0288472,12.8484287,41.8447418,1,3.6010969,5.2794075,433.6777039,1.1533774,0.1643422,2.4461479,0.1656032,44.3277626,6.8081641,28.4744396,5.1773853,13.5928774,1.7596337,8.7106953,0.0155591,0.0280574,1.5815892,22.4391994,22.0779324,0.9754643,428.2789612,0.7106556,0.5080494,6.4922314,14.5086527,580.4632568,15.9947844,65.0584335,0.0240027,0.5174612,5.5625696,0.213052,1.0572242,139.0740051,0.1,7.0375524,0.1672221,0.3812468,1.6230978,45.8488235,0.7683138,11.2500734,42.6747131,6.9390068,0,0.7815197,0.127048,1.2944089,0.413619,0.86041,0,0,54.6624413,0,7.7837224,1.2147956,8.4955473,9.0106888,4.3061705,15.2091751,0,0,1.0539734,1.8957189,0,68,260.7532959,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"C3",TRUE,TRUE
1595,"As","Dissolved",1,247303,"7065","NULL",22.7810688,0,0,0.6767296,0.9929345,0.5966843,59.7359009,9.5538301,26.2434406,5.5654473,23.2149239,0.0776315,3.1914129,0,2.2478163,12.7047358,0,0,0.0890279,0,0.0264364,0,2.4727416,1.8361312,29.5575409,27.2170448,0.5334854,724.4544678,1.5561433,0.8568143,10.7343683,13.4353371,0,64.5963364,0,0,756.5441284,44.1821861,86.491394,0.4543778,7.0962,0,0.2550284,1.5435637,144.9266052,0.0355866,0,0.1384641,8.973278,0.277471,0.5573266,8.6460228,0.5856233,0.6731525,11.5507135,18.8218727,8.1137333,10.7951717,0,2.5588841,54.1367073,1.655104,16.5447292,110.1576462,1.2544615,0.3404108,65.6029739,10.2443743,26.4714127,5.7934594,1.6625172,19.9306469,2.6622837,15.7597837,0.0191944,1.9009115,32.5604858,29.7543335,0.6200947,624.8040771,1.2811857,0.8961353,12.7423964,14.8901978,537.7119141,27.4152164,89.3148193,0.036052,0.7224852,8.2037668,0.2831449,1.430687,164.4388428,0.1035499,9.7593956,0.304077,0.5845544,2.7172294,64.8101654,1.3016937,18.2347565,88.4147797,0.9197661,5.0210614,5.867835,590.9642944,1.4535981,0.2982365,0.7338949,0.5895894,62.9455872,10.1757622,22.8936386,5.6507521,20.5570641,2.1042993,13.9304514,0.0284235,0.0555122,1.8048527,31.1316013,26.1439648,0.5061408,728.5007935,1.5927026,0.8468491,10.9507484,12.3585806,705.7483521,58.3670692,89.2859116,0.0330521,0.5732791,6.8823452,0.2622335,1.462895,139.696991,0.1356649,9.1244383,0.2646888,0.5774109,2.5894933,47.7557869,1.5581404,16.8342972,91.3662872,1.2202004,0,0,0.0527528,0,0.1131901,3.8367529,0,0,41.7379684,0,7.9568243,3.4463012,1.2196379,19.36269,7.569088,20.3907471,0,0,0.1383698,0,0,64,483.5097961,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"C1",FALSE,TRUE
587,"As","Dissolved",0.8,270991,"6597","NULL",17.8060436,0,0.0528756,1.6573889,2.215384,0.1668866,55.4223099,8.5046654,25.0932007,5.2660151,16.0191784,0.4253059,1.425025,1.6727784,2.151509,11.7421265,0,1.7724743,0.1368466,0,0.0210556,0.0467691,2.8254032,1.7460178,27.7939129,22.1629276,0.7707199,403.4179688,0.7276111,0.7011403,9.9639845,15.2481861,0,15.8203936,0,0,422.5982666,46.9183044,78.5342484,0.7175525,6.8762441,0,0.2750532,1.4308249,161.0925293,0.3719112,0,0.1,8.3306313,0.2770625,0.4058784,7.774745,0.4689538,3.433013,11.02456,16.6155834,7.5464177,9.4634323,0,2.0579412,52.8385658,0.5903635,17.6983547,51.7280312,2.0076065,0.1450171,58.7454796,10.252821,31.7641277,7.8077426,1.1356032,13.1480427,2.5315373,14.1013298,0.0292708,1.5955615,31.357914,28.9359398,0.8409956,338.5285339,0.9595666,0.5907503,12.6717691,18.7262096,367.7332764,16.5734024,78.2050171,0.1251471,0.8755126,7.6734529,0.3157341,1.7545795,156.164444,0.1268053,9.8861284,0.2909076,0.5207503,2.3267555,60.3936386,1.2678639,22.3987751,52.5811501,1,4.2168012,5.0828724,482.530365,1.2836713,0.1733594,1.2998459,0.1545527,49.8781586,8.1364527,26.4507332,5.39814,12.9022579,1.8302932,10.8047667,0.0203747,0.0348917,1.5558174,25.5003414,20.556633,0.5777693,371.482605,0.7355477,0.6657968,11.0221043,13.146656,389.4197693,16.4796944,69.6503983,0.2953571,0.737388,6.0455151,0.2368752,1.3630319,132.807251,0.1,8.239193,0.2569185,0.4315114,2.1093516,48.2455444,0.8031929,15.8093491,42.9794846,1.9570769,0,0.5652782,0.0771684,0,0.1764356,1.9430695,0,0,46.4405403,0,6.9463644,3.9842215,3.7257419,11.5856876,5.5411038,23.292696,0,0,0.461992,1.1099223,0,32,249.0726013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",FALSE,TRUE
1189,"As","Dissolved",0,269971,"5030","NULL",13.0653324,0,0,1.4812163,1.1930183,0.1897281,48.3802109,5.8271513,12.4498339,5.0573368,11.0922937,0.2399829,0.9106337,0.4519462,1.4958935,10.8015718,0,0,0,0,0.0167426,0,2.1424327,1.906652,24.6942482,18.2593594,0.4548918,237.3920288,0.8164933,0.7960932,7.8800011,8.7708836,0,15.426136,0,0.0506673,340.0559082,55.3319321,79.1610947,0.6316863,4.8171935,0,0.2088159,1.1258655,131.8038788,0.0265035,0,0.1,7.3367205,0.1849341,0.4777132,5.6048455,0.3120275,1.9606557,8.4594831,19.2039852,10.29424,9.0855665,0,1.8783922,36.3209496,0.6807401,14.7487288,39.7745781,1.9938042,0.1197743,45.5858536,5.0508623,15.4107018,5.3528366,0.9629616,9.7606163,1.5285932,11.4504471,0.0148363,1.8213989,24.064909,19.9522228,0.5027012,204.062439,0.8861465,0.7678473,7.6054754,8.5284834,290.2066956,14.4298573,79.9078827,0.0715767,0.6082927,4.5826674,0.2479736,1.0653462,148.3648224,0.1,7.8713045,0.1845784,0.4869284,1.9211047,38.9796829,0.8235204,13.5886908,32.4194298,1,3.3678775,5.666193,492.9863892,1.2855585,0.114237,0.7966757,0.1702917,48.4280434,5.1728458,12.0699892,5.0628867,7.0149193,1.1558347,9.8798256,0.0183002,0.0251547,1.5744444,25.0498409,15.60532,0.3786247,161.7422638,0.7301166,0.5208518,7.3305793,6.7633061,282.5150452,14.5752001,80.1685028,0.0203705,0.5572301,4.3159666,0.2,1.0484926,106.9490662,0.1,7.0248389,0.1621679,0.4676539,1.7302185,28.5582886,0.7063195,13.9667377,27.8205833,3.2040107,0,0,0.0470872,0,0,3.2955661,0,0,54.1430321,0,5.6951885,1.6863896,4.0096989,16.9627743,8.7845888,15.7794628,0,0,0.4794171,0.7682456,0,51,183.7279968,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",TRUE,FALSE
1229,"As","Dissolved",1,270136,"5126","38",13.9798431,0,0,1.6985884,1.2472129,0.1847442,49.9563293,6.2717032,12.7657528,5.0548029,12.4452477,0.2569411,0.958431,0.3701127,1.5994636,11.4640379,0,0,0,0,0.018548,0,2.3374767,1.9224942,25.5361481,18.4001122,0.4466307,254.98172,0.8481115,0.8536775,8.0775871,9.2017908,0,15.5913086,0,0.0509041,338.1478577,51.4403725,81.9897614,0.6380551,4.846662,0,0.2066223,1.1267031,132.7865753,0.0279671,0,0.1,7.2825322,0.1899712,0.4856485,5.694047,0.3946236,2.1207702,9.1250486,19.0371609,9.8218803,9.5620823,0,1.9285787,37.9736557,0.7146575,15.4780035,42.0130043,1.7267762,0.1191866,44.2670822,4.4951458,14.8247919,5.3316741,0.8714282,9.3327494,1.523767,11.5090637,0.0154605,1.7729775,23.4610596,19.8895912,0.4489737,179.6570282,0.8908198,0.844198,7.0385876,7.6324921,279.1303406,13.9208021,76.562027,0.0816583,0.6021631,4.5206537,0.2401583,0.9852844,142.0611267,0.1,7.3295097,0.1836075,0.4804896,1.8905673,38.9751663,0.8197927,12.9686918,29.8265343,1,3.1042726,6.5050273,437.5558167,1.3989499,0.1207697,0.7230141,0.1515186,50.3173752,5.7152076,11.1981039,5.0617523,6.4765263,1.124539,10.4319134,0.0226519,0.0272191,1.4772037,25.8730927,15.005023,0.3462782,135.2389069,0.757131,0.4277965,7.4499927,6.2466879,260.7733154,14.5080929,81.477417,0.020111,0.5760939,4.423028,0.2,1.0382234,94.3306503,0.1,6.9675589,0.1597502,0.4559236,1.7714645,27.4767857,0.7195319,14.7620029,22.6887169,2.584223,0,0,0.0480635,0,0,4.2529626,0,0,54.4337578,0,5.229897,1.7130313,3.1795244,17.901474,8.9882202,15.8252869,0,0,0.3787781,0.4930374,0,46,183.7484894,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",FALSE,FALSE
716,"As","Dissolved",0,114606,"NULL","NULL",15.500452,0,0.0131443,4.5318875,2.8174345,0.167883,108.3227615,9.8302097,37.9014015,5.9418788,14.6534939,0.5382144,0.6378374,0,3.1951962,18.5530014,0,0,0.0677067,0,0.0385682,1.5371885,0.1340255,2.4099109,51.6206093,21.4593048,0.7671779,560.953186,0.8151892,1.4708825,19.7686691,18.1578312,0,23.9795742,0.0130308,0.1074013,702.7814331,38.8635101,111.5229492,0.4654369,11.8036079,0,0.2,2.8160033,183.7023315,0.0142967,0,0.1,18.7979374,0.336844,0.6925363,7.9088798,0.5997569,4.3209701,8.8386011,34.940258,13.5442667,21.7927189,0,2.7948005,52.9258499,1.9438902,33.4161186,58.8296852,4.1943035,0.1264205,95.3518906,8.7508516,33.2375145,5.023169,0.9769204,15.3365068,2.8605239,14.8594599,0.03293,2.0605721,46.4582634,23.4539394,0.765508,505.8825684,0.7717465,1.5497341,14.1097002,17.3531017,607.0637817,19.4004822,90.653511,0.0147152,0.4136198,10.2763824,0.2,2.6574252,200.8841858,0.1,16.1569195,0.3501023,0.5640993,2.4618909,55.007019,3.1137624,27.2734451,56.2453728,1,5.9312792,4.7910986,726.1552124,2.369792,0.2471823,2.1474457,0.1451752,98.1516418,8.7351685,38.9527168,5.5476422,13.3920822,3.2080753,15.8791037,0.029646,0.0683272,2.476378,46.1040192,19.8725529,0.70381,556.1607056,0.8647137,1.5532146,19.1378574,17.149086,742.2593994,24.1907101,99.9949799,0.0146906,0.4152204,11.3611603,0.2,3.1579802,186.4902802,0.1,17.2400799,0.3313484,0.6232247,2.7088027,53.9731216,2.0318871,30.7611351,59.0823784,7.2088909,0,0,0.1134186,0,1.4046153,0.3664644,0,0.1216944,36.3455887,0,7.4190454,0.8763435,6.8427272,35.2254486,12.5104122,12.3938799,0,0,0.8251318,0,0,17,262.9837952,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"C1",TRUE,FALSE
