"","well_id","Alkalinity","As","B","Bicarbonate","Ca","Carbonate","Fe","pH","Si","SO4-","SpecificConductance","U"
"1576",7925,NA,NA,NA,229,10,0,NA,NA,NA,44,522,NA
"1577",7926,NA,NA,NA,216,29,0,NA,NA,NA,104,1370,NA
"1578",7927,NA,NA,NA,194,NA,0,NA,NA,NA,2040,4680,NA
"1579",7928,NA,NA,NA,128,NA,0,NA,NA,NA,240,762,NA
"1580",7929,NA,NA,NA,242,48,0,NA,NA,NA,114,1320,NA
"1581",7930,NA,NA,NA,378,NA,0,NA,NA,NA,158,2370,NA
"1582",7931,NA,NA,NA,226,54,0,NA,NA,NA,432,1860,NA
"1583",7932,NA,NA,NA,470,8,67,NA,NA,NA,476,3620,NA
"1584",7933,NA,NA,NA,134,92,0,NA,NA,NA,512,14000,NA
"1585",7934,NA,NA,NA,154,NA,0,NA,NA,NA,189,639,NA
"1586",7935,NA,NA,NA,368,78,0,NA,NA,NA,214,4040,NA
"1587",7936,NA,NA,NA,634,14,11,NA,NA,NA,364,2060,NA
"1588",7937,NA,NA,NA,1150,12,462,NA,NA,NA,100,3260,NA
"1589",7938,NA,NA,NA,165,200,0,NA,NA,NA,614,1390,NA
"1590",7939,NA,NA,NA,292,39,0,NA,NA,NA,189,924,NA
"1591",7940,NA,NA,NA,267,20,0,NA,NA,NA,74,603,NA
"1592",7941,NA,NA,NA,216,NA,0,NA,NA,NA,953,11600,NA
"1593",7942,NA,NA,NA,218,102,0,NA,NA,NA,255,1170,NA
"1594",7943,NA,NA,NA,306,79,0,NA,NA,NA,75,641,NA
"1595",7944,NA,NA,NA,310,NA,0,NA,NA,NA,NA,576,NA
"1596",7945,NA,NA,NA,196,52,0,NA,NA,NA,134,641,NA
"1597",7946,NA,NA,NA,223,129,0,NA,NA,NA,724,1710,NA
"1598",7947,NA,NA,NA,178,36,0,NA,NA,NA,23,357,NA
"1599",7948,NA,NA,NA,351,9,18,NA,NA,NA,477,1880,NA
"1600",7949,NA,NA,NA,376,3,21,NA,NA,NA,103,1260,NA
"1601",7950,NA,NA,NA,324,480,0,NA,NA,NA,2600,4560,NA
"1602",7951,NA,NA,NA,140,97,0,NA,NA,NA,221,921,NA
"1603",7952,NA,NA,NA,216,97,0,NA,NA,NA,179,830,NA
"1604",7953,NA,NA,NA,204,96,0,NA,NA,NA,217,829,NA
"1605",7954,NA,NA,NA,228,99,0,NA,NA,NA,294,1090,NA
"1606",7955,NA,NA,NA,168,118,0,NA,NA,NA,275,1100,NA
"1607",7956,NA,NA,NA,185,67,11,NA,NA,NA,139,824,NA
"1608",7957,NA,NA,NA,118,50,0,NA,NA,NA,104,503,NA
"1609",7958,NA,NA,NA,172,92,0,NA,NA,NA,205,926,NA
"1610",7959,NA,NA,NA,169,64,0,NA,NA,NA,104,620,NA
"1611",7960,NA,NA,NA,346,68,0,NA,NA,NA,87,715,NA
"1612",7961,NA,NA,NA,437,302,0,NA,NA,NA,1240,4370,NA
"1613",7962,NA,NA,NA,241,10,0,NA,NA,NA,408,3510,NA
"1614",7963,NA,NA,NA,190,NA,0,NA,NA,NA,NA,430,NA
"1615",7964,NA,NA,NA,176,2,28,NA,NA,NA,151,988,NA
"1616",7965,NA,NA,NA,177,13,0,NA,NA,NA,74,482,NA
"1617",7966,NA,NA,NA,202,64,0,NA,NA,NA,29,459,NA
"1618",7967,NA,NA,NA,199,NA,0,NA,NA,NA,NA,449,NA
"1619",7968,NA,NA,NA,195,59,0,NA,NA,NA,28,429,NA
"1620",7969,NA,NA,NA,190,67,0,NA,NA,NA,44,486,NA
"1621",7970,NA,NA,NA,358,111,0,NA,NA,NA,134,912,NA
"1622",7971,NA,NA,NA,185,NA,0,NA,NA,NA,NA,443,NA
"1623",7972,NA,NA,NA,208,6,47,NA,NA,NA,193,952,NA
"1624",7973,NA,NA,NA,524,8,0,NA,NA,NA,487,2140,NA
"1625",7974,NA,NA,NA,179,29,0,NA,NA,NA,41,388,NA
"1626",7975,NA,NA,NA,448,6,0,NA,NA,NA,294,2660,NA
"1627",7976,NA,NA,NA,160,4,71,NA,NA,NA,120,1150,NA
"1628",7977,NA,NA,NA,398,9,0,NA,NA,NA,369,3280,NA
"1629",7978,NA,NA,NA,342,62,0,NA,NA,NA,1330,3260,NA
"1630",7979,NA,NA,NA,249,19,0,NA,NA,NA,44,NA,NA
"1631",7980,NA,NA,NA,258,18,16,NA,NA,NA,59,600,NA
"1632",7981,NA,NA,NA,274,NA,0,NA,NA,NA,NA,802,NA
"1633",7982,NA,NA,NA,269,75,0,NA,NA,NA,149,810,NA
"1634",7983,NA,NA,NA,198,14,28,NA,NA,NA,73,466,NA
"1635",7984,NA,NA,NA,195,68,0,NA,NA,NA,100,537,NA
"1636",7985,NA,NA,NA,79,17,0,NA,NA,NA,33,242,NA
"1637",7986,NA,NA,NA,277,8,0,NA,NA,NA,179,898,NA
"1638",7987,NA,NA,NA,374,NA,14,NA,NA,NA,NA,2350,NA
"1639",7988,NA,NA,NA,307,NA,0,NA,NA,NA,420,1380,NA
"1640",7989,NA,NA,NA,248,8,0,NA,NA,NA,123,682,NA
"1641",7990,NA,NA,NA,183,NA,0,NA,NA,NA,22,387,NA
"1642",7991,NA,NA,NA,189,56,0,NA,NA,NA,26,413,NA
"1643",7992,NA,NA,NA,337,175,0,NA,NA,NA,261,1070,NA
"1644",7993,NA,NA,NA,291,85,0,NA,NA,NA,77,594,NA
"1645",7994,NA,NA,NA,316,440,0,NA,NA,NA,2950,5140,NA
"1646",7995,NA,NA,NA,518,NA,28,NA,NA,NA,440,2500,NA
"1647",7996,NA,NA,NA,210,71,0,NA,NA,NA,55,565,NA
"1648",7997,NA,NA,NA,224,NA,0,NA,NA,NA,NA,430,NA
"1649",7998,NA,NA,NA,94,18,0,NA,NA,NA,17,226,NA
"1650",7999,NA,NA,NA,235,61,0,NA,NA,NA,30,419,NA
"1651",8000,NA,NA,NA,176,95,0,NA,NA,NA,292,930,NA
"1652",8001,NA,NA,NA,223,115,0,NA,NA,NA,278,1130,NA
"1653",8002,NA,NA,NA,439,20,0,NA,NA,NA,860,2590,NA
"1654",8003,NA,NA,NA,152,120,0,NA,NA,NA,409,1160,NA
"1655",8004,NA,NA,NA,172,101,0,NA,NA,NA,340,1020,NA
"1656",8005,NA,NA,NA,228,309,0,NA,NA,NA,1250,2530,NA
"1657",8006,NA,NA,NA,268,66,0,NA,NA,NA,160,779,NA
"1658",8007,NA,NA,NA,153,117,0,NA,NA,NA,429,1350,NA
"1659",8008,NA,NA,NA,334,173,0,NA,NA,NA,1000,2660,NA
"1660",8009,NA,NA,NA,239,410,0,NA,NA,NA,2430,5040,NA
"1661",8010,NA,NA,NA,135,255,0,NA,NA,NA,1090,2320,NA
"1662",8011,NA,NA,NA,243,49,0,NA,NA,NA,85,680,NA
"1663",8012,NA,NA,NA,209,NA,0,NA,NA,NA,NA,535,NA
"1664",8013,NA,NA,NA,165,494,0,NA,NA,NA,1880,4000,NA
"1665",8014,NA,NA,NA,304,145,0,NA,NA,NA,442,1390,NA
"1666",8015,NA,NA,NA,396,3,0,NA,NA,NA,133,1450,NA
"1667",8016,NA,NA,NA,197,95,0,NA,NA,NA,328,1240,NA
"1668",8017,NA,NA,NA,216,38,0,NA,NA,NA,66,549,NA
"1669",8018,NA,NA,NA,126,38,0,NA,NA,NA,63,422,NA
"1670",8019,NA,NA,NA,197,86,0,NA,NA,NA,257,938,NA
"1671",8020,NA,NA,NA,208,14,0,NA,NA,NA,522,3810,NA
"1672",8021,NA,NA,NA,241,18,0,NA,NA,NA,51,511,NA
"1673",8022,NA,NA,NA,145,139,0,NA,NA,NA,734,1970,NA
"1674",8023,NA,NA,NA,131,532,0,NA,NA,NA,3110,4490,NA
"1675",8024,NA,NA,NA,259,118,0,NA,NA,NA,139,914,NA
"1676",8025,NA,NA,NA,244,NA,0,NA,NA,NA,NA,904,NA
"1677",8026,NA,NA,NA,117,476,0,NA,NA,NA,1850,2990,NA
"1678",8027,NA,NA,NA,234,12,0,NA,NA,NA,174,1800,NA
"1679",8028,NA,NA,NA,166,105,0,NA,NA,NA,281,1080,NA
"1680",8029,NA,NA,NA,217,141,0,NA,NA,NA,507,1390,NA
"1681",8030,NA,NA,NA,275,252,0,NA,NA,NA,1120,2320,NA
"1682",8031,NA,NA,NA,120,30,0,NA,NA,NA,12,253,NA
"1683",8032,NA,NA,NA,664,7,0,NA,NA,NA,250,2290,NA
"1684",8033,NA,NA,NA,436,2,20,NA,NA,NA,499,1940,NA
"1685",8034,NA,NA,NA,223,NA,0,NA,NA,NA,NA,533,NA
"1686",8035,NA,NA,NA,208,79,0,NA,NA,NA,258,850,NA
"1687",8036,NA,NA,NA,168,232,0,NA,NA,NA,616,1800,NA
"1688",8037,NA,NA,NA,150,500,9,NA,NA,NA,2470,4800,NA
"1689",8038,NA,NA,NA,291,123,0,NA,NA,NA,300,1280,NA
"1690",8039,NA,NA,NA,464,5,24,NA,NA,NA,445,1810,NA
"1691",8040,NA,NA,NA,222,NA,0,NA,NA,NA,NA,486,NA
"1692",8041,NA,NA,NA,235,98,0,NA,NA,NA,297,1070,NA
"1693",8042,NA,NA,NA,203,29,0,NA,NA,NA,94,NA,NA
"1694",8043,NA,NA,NA,210,NA,0,NA,NA,NA,NA,877,NA
"1695",8044,NA,NA,NA,196,35,0,NA,NA,NA,119,983,NA
"1696",8045,NA,NA,NA,306,54,0,NA,NA,NA,123,1430,NA
"1697",8046,NA,NA,NA,366,NA,0,NA,NA,NA,100,911,NA
"1698",8047,NA,NA,NA,294,NA,0,NA,NA,NA,93,746,NA
"1699",8048,NA,NA,NA,190,31,0,NA,NA,NA,45,656,NA
"1700",8049,NA,NA,NA,314,14,0,NA,NA,NA,63,707,NA
"1701",8050,NA,NA,NA,777,4,11,NA,NA,NA,91,1630,NA
"1702",8051,NA,NA,NA,334,5,0,NA,NA,NA,51,772,NA
"1703",8052,NA,NA,NA,368,4,0,NA,NA,NA,397,1610,NA
"1704",8053,NA,NA,NA,722,13,20,NA,NA,NA,267,1890,NA
"1705",8054,NA,NA,NA,371,21,0,NA,NA,NA,48,684,NA
"1706",8055,NA,NA,NA,284,18,0,NA,NA,NA,55,629,NA
"1707",8056,NA,NA,NA,398,NA,0,NA,NA,NA,NA,1120,NA
"1708",8057,NA,NA,NA,228,44,0,NA,NA,NA,337,1420,NA
"1709",8058,NA,NA,NA,402,89,0,NA,NA,NA,582,2020,NA
"1710",8059,NA,NA,NA,264,42,0,NA,NA,NA,28,528,NA
"1711",8060,NA,NA,NA,395,41,0,NA,NA,NA,11,619,NA
"1712",8061,NA,NA,NA,223,6,0,NA,NA,NA,14,401,NA
"1713",8062,NA,NA,NA,238,NA,0,NA,NA,NA,NA,434,NA
"1714",8063,NA,NA,NA,260,40,0,NA,NA,NA,20,477,NA
"1715",8064,NA,NA,NA,311,17,0,NA,NA,NA,39,590,NA
"1716",8065,NA,NA,NA,248,NA,0,NA,NA,NA,19,453,NA
"1717",8066,NA,NA,NA,269,67,0,NA,NA,NA,329,1160,NA
"1718",8067,NA,NA,NA,265,39,0,NA,NA,NA,70,575,NA
"1719",8068,NA,NA,NA,262,NA,0,NA,NA,NA,NA,666,NA
"1720",8069,NA,NA,NA,224,NA,0,NA,NA,NA,NA,393,NA
"1721",8070,NA,NA,NA,317,45,0,NA,NA,NA,24,569,NA
"1722",8071,NA,NA,NA,236,NA,0,NA,NA,NA,NA,470,NA
"1723",8072,NA,NA,NA,224,10,0,NA,NA,NA,27,474,NA
"1724",8073,NA,NA,NA,404,2,18,NA,NA,NA,41,770,NA
"1725",8074,NA,NA,NA,186,NA,0,NA,NA,NA,27,373,NA
"1726",8075,NA,NA,NA,198,57,0,NA,NA,NA,17,382,NA
"1727",8076,NA,NA,NA,570,19,0,NA,NA,NA,258,2030,NA
"1728",8077,NA,NA,NA,318,NA,0,NA,NA,NA,NA,8000,NA
"1729",8078,NA,NA,NA,565,NA,0,NA,NA,NA,NA,880,NA
"1730",8079,NA,NA,NA,430,12,0,NA,NA,NA,201,1410,NA
"1731",8080,NA,NA,NA,440,11,10,NA,NA,NA,163,2240,NA
"1732",8081,NA,NA,NA,190,45,0,NA,NA,NA,107,1090,NA
"1733",8082,NA,NA,NA,322,57,0,NA,NA,NA,359,1680,NA
"1734",8083,NA,NA,NA,179,38,0,NA,NA,NA,22,365,NA
"1735",8084,NA,NA,NA,317,NA,0,NA,NA,NA,NA,620,NA
"1736",8085,NA,NA,NA,251,100,0,NA,NA,NA,132,747,NA
"1737",8086,NA,NA,NA,309,NA,0,NA,NA,NA,NA,571,NA
"1738",8087,NA,NA,NA,290,NA,0,NA,NA,NA,NA,560,NA
"1739",8088,NA,NA,NA,212,64,0,NA,NA,NA,21,436,NA
"1740",8089,NA,NA,NA,194,NA,0,NA,NA,NA,NA,424,NA
"1741",8090,NA,NA,NA,114,28,0,NA,NA,NA,13,215,NA
"1742",8091,NA,NA,NA,185,45,0,NA,NA,NA,18,324,NA
"1743",8092,NA,NA,NA,255,72,0,NA,NA,NA,28,514,NA
"1744",8093,NA,NA,NA,263,2,7,NA,NA,NA,333,1190,NA
"1745",8094,NA,NA,NA,268,22,0,NA,NA,NA,19,493,NA
"1746",8095,NA,NA,NA,285,20,0,NA,NA,NA,16,482,NA
"1747",8096,NA,NA,NA,363,36,0,NA,NA,NA,33,632,NA
"1748",8097,NA,NA,NA,448,80,0,NA,NA,NA,92,1060,NA
"1749",8098,NA,NA,NA,175,NA,0,NA,NA,NA,NA,535,NA
"1750",8099,NA,NA,NA,162,9,0,NA,NA,NA,21,390,NA
"1751",8100,NA,NA,NA,301,49,0,NA,NA,NA,179,1180,NA
"1752",8101,NA,NA,NA,302,25,0,NA,NA,NA,64,726,NA
"1753",8102,NA,NA,NA,332,29,0,NA,NA,NA,68,878,NA
"1754",8103,NA,NA,NA,364,30,0,NA,NA,NA,24,596,NA
"1755",8104,NA,NA,NA,322,67,0,NA,NA,NA,307,2100,NA
"1756",8105,NA,NA,NA,232,40,0,NA,NA,NA,69,719,NA
"1757",8106,NA,NA,NA,290,20,0,NA,NA,NA,94,783,NA
"1758",8107,NA,NA,NA,465,4,0,NA,NA,NA,118,1050,NA
"1759",8108,NA,NA,NA,244,NA,0,NA,NA,NA,41,496,NA
"1760",8109,NA,NA,NA,433,15,0,NA,NA,NA,136,1320,NA
"1761",8110,NA,NA,NA,279,42,0,NA,NA,NA,166,1560,NA
"1762",8111,NA,NA,NA,359.5,47.5,5,NA,NA,NA,413.5,1490,NA
"1763",8112,NA,NA,NA,410,3,8,NA,NA,NA,290,1440,NA
"1764",8113,NA,NA,NA,228,NA,0,NA,NA,NA,NA,484,NA
"1765",8114,NA,NA,NA,360,NA,0,NA,NA,NA,850.5,7035,NA
"1766",8115,NA,NA,NA,459,NA,0,NA,NA,NA,NA,752,NA
"1767",8116,NA,NA,NA,226,147,8,NA,NA,NA,787,1890,NA
"1768",8117,NA,NA,NA,207,67,0,NA,NA,NA,51,486,NA
"1769",8118,NA,NA,NA,165,37,0,NA,NA,NA,53,397,NA
"1770",8119,NA,NA,NA,216,NA,0,NA,NA,NA,NA,483,NA
"1771",8120,NA,NA,NA,261,70,0,NA,NA,NA,386,1370,NA
"1772",8121,NA,NA,NA,139,4,0,NA,NA,NA,16,259,NA
"1773",8122,NA,NA,NA,152,66,0,NA,NA,NA,96,494,NA
"1774",8123,NA,NA,NA,192,190,0,NA,NA,NA,1170,2400,NA
"1775",8124,NA,NA,NA,122,29,0,NA,NA,NA,0,197,NA
"1776",8125,NA,NA,NA,218,286,0,NA,NA,NA,1520,2750,NA
"1777",8126,NA,NA,NA,294,189,0,NA,NA,NA,858,1850,NA
"1778",8127,NA,NA,NA,110,54,0,NA,NA,NA,99,416,NA
"1779",8128,NA,NA,NA,150,536,0,NA,NA,NA,2730,4310,NA
"1780",8129,NA,NA,NA,192,38,0,NA,NA,NA,112,627,NA
"1781",8130,NA,NA,NA,298,19,0,NA,NA,NA,295,1220,NA
"1782",8131,NA,NA,NA,212,24,0,NA,NA,NA,521,1720,NA
"1783",8132,NA,NA,NA,235,20,0,NA,NA,NA,252,1180,NA
"1784",8133,NA,NA,NA,366,NA,0,NA,NA,NA,NA,4860,NA
"1785",8134,NA,NA,NA,280,254,0,NA,NA,NA,1110,2140,NA
"1786",8135,NA,NA,NA,272,488,0,NA,NA,NA,2070,3320,NA
"1787",8136,NA,NA,NA,222,373,0,NA,NA,NA,1980,3280,NA
"1788",8137,NA,NA,NA,146,66,0,NA,NA,NA,160,586,NA
"1789",8138,NA,NA,NA,147,592,0,NA,NA,NA,1710,2660,NA
"1790",8139,NA,NA,NA,135,80,0,NA,NA,NA,174,579,NA
"1791",8140,NA,NA,NA,260,108,0,NA,NA,NA,172,689,NA
"1792",8141,NA,NA,NA,266,NA,0,NA,NA,NA,65,617,NA
"1793",8142,NA,NA,NA,170,NA,0,NA,NA,NA,NA,297,NA
"1794",8143,NA,NA,NA,136,189,0,NA,NA,NA,472,1670,NA
"1795",8144,NA,NA,NA,137,40,0,NA,NA,NA,28,327,NA
"1796",8145,NA,NA,NA,114,41,0,NA,NA,NA,47,321,NA
"1797",8146,NA,NA,NA,416,25,0,NA,NA,NA,162,1140,NA
"1798",8147,NA,NA,NA,202,58,0,NA,NA,NA,10,345,NA
"1799",8148,NA,NA,NA,182,16,0,NA,NA,NA,NA,315,NA
"1800",8149,NA,NA,NA,177,52,0,NA,NA,NA,82,534,NA
"1801",8150,NA,NA,NA,283,NA,0,NA,NA,NA,NA,1690,NA
"1802",8151,NA,NA,NA,312,195,0,NA,NA,NA,1500,3880,NA
"1803",8152,NA,NA,NA,131,NA,0,NA,NA,NA,NA,306,NA
"1804",8153,NA,NA,NA,233,58,0,NA,NA,NA,81,630,NA
"1805",8154,NA,NA,NA,192,28,0,NA,NA,NA,93,524,NA
"1806",8155,NA,NA,NA,119,18,0,NA,NA,NA,30,273,NA
"1807",8156,NA,NA,NA,244,17,0,NA,NA,NA,129,671,NA
"1808",8157,NA,NA,NA,292,37,0,NA,NA,NA,96,655,NA
"1809",8158,NA,NA,NA,294,64,0,NA,NA,NA,386,1330,NA
"1810",8159,NA,NA,NA,81,NA,0,NA,NA,NA,NA,187,NA
"1811",8160,NA,NA,NA,206,52,0,NA,NA,NA,8,337,NA
"1812",8161,NA,NA,NA,177,2,29,NA,NA,NA,50,565,NA
"1813",8162,NA,NA,NA,194,17,0,NA,NA,NA,31,364,NA
"1814",8163,NA,NA,NA,218,NA,0,NA,NA,NA,NA,354,NA
"1815",8164,NA,NA,NA,205,37,0,NA,NA,NA,84,606,NA
"1816",8165,NA,NA,NA,244,NA,6,NA,NA,NA,NA,678,NA
"1817",8166,NA,NA,NA,452,8,0,NA,NA,NA,412,1610,NA
"1818",8167,NA,NA,NA,220,NA,0,NA,NA,NA,NA,441,NA
"1819",8168,NA,NA,NA,99,25,0,NA,NA,NA,8,200,NA
"1820",8169,NA,NA,NA,175,44,0,NA,NA,NA,30,387,NA
"1821",8170,NA,NA,NA,247,21,0,NA,NA,NA,56,676,NA
"1822",8240,NA,NA,90,290,82,0,10,7.4,NA,NA,647,NA
"1823",8241,NA,NA,100,300,185,0,100,7.25,NA,NA,1140,NA
"1824",8242,NA,NA,50,290,110,0,60,7.5,NA,NA,755,NA
"1825",8243,NA,NA,NA,300,260,0,NA,7.4,NA,NA,1390,NA
"1826",8245,NA,NA,NA,310,22,0,NA,NA,NA,NA,NA,NA
"1827",8246,NA,1,90,228,180,187,980,7.3,NA,NA,1380,NA
"1828",8250,NA,NA,NA,330,NA,0,NA,NA,NA,NA,693,NA
"1829",8251,NA,NA,NA,320,NA,0,NA,NA,NA,NA,1000,NA
"1830",8252,NA,NA,NA,320,NA,0,NA,NA,NA,NA,1000,NA
"1831",8254,NA,NA,NA,301,18,NA,10,NA,NA,NA,564,NA
"1832",8255,NA,NA,150,300,20,0,0,7.8,NA,NA,553,NA
"1833",8256,NA,NA,NA,320,160,0,NA,7.9,NA,NA,2860,NA
"1834",8257,NA,NA,NA,320,160,0,NA,7.9,NA,NA,2860,NA
"1835",8258,NA,1,60,258,100,0,1200,7.55,NA,NA,715,4.9
"1836",8259,NA,NA,180,330,120,0,170,7.7,NA,NA,1590,NA
"1837",8260,NA,NA,NA,530,260,NA,NA,NA,NA,NA,3110,NA
"1838",8262,NA,NA,NA,530,260,0,NA,6.7,NA,NA,3100,NA
"1839",8265,NA,NA,NA,326,1.6,NA,50,NA,NA,NA,661,NA
"1840",8266,NA,NA,210,260,0.4,32,115,9.1,NA,NA,701,NA
"1841",8267,NA,NA,150,240,30,0,10,7.6,NA,NA,729,NA
"1842",8269,NA,NA,180,332,115,0,170,7.7,NA,NA,1590,NA
"1843",8270,NA,NA,NA,410,12,45,NA,NA,NA,NA,4130,NA
"1844",8271,NA,NA,NA,305,7,0,NA,NA,NA,NA,8890,NA
"1845",8272,NA,NA,NA,110,NA,0,NA,NA,NA,NA,13400,NA
"1846",8273,NA,NA,310,320,6.6,31,100,8.9,NA,NA,825,NA
"1847",8274,NA,NA,310,320,6.6,31,100,8.9,NA,NA,825,NA
"1848",8275,NA,NA,NA,300,NA,0,NA,7.4,NA,NA,2870,NA
"1849",8276,NA,NA,1600,400,2.6,29,30,9,NA,NA,1040,NA
"1850",8278,NA,NA,1600,395,2.6,29,30,9,NA,NA,1040,NA
"1851",8283,NA,NA,NA,230,430,0,140,7.6,NA,NA,NA,NA
"1852",8286,NA,NA,NA,240,24,0,NA,NA,NA,NA,1040,NA
"1853",8287,NA,NA,NA,415,85,0,NA,NA,NA,NA,14150,NA
"1854",8288,NA,NA,120,240,6,19,NA,8.6,NA,NA,3080,NA
"1855",8289,NA,0,NA,260,12,0,40,8.1,NA,NA,633,NA
"1856",8290,NA,NA,NA,280,NA,0,NA,NA,NA,NA,1240,NA
"1857",8293,NA,NA,NA,310,NA,0,NA,NA,NA,NA,2560,NA
"1858",8294,NA,NA,280,260,56,NA,50,8.1,NA,NA,1640,NA
"1859",8295,NA,1,180,228,17,0,170,8.2,NA,NA,1350,NA
"1860",8296,NA,NA,NA,350,NA,0,NA,NA,NA,NA,1930,NA
"1861",8298,NA,NA,NA,211,30.2,23,NA,NA,NA,NA,12100,NA
"1862",8299,362,0.8,341,417,7.93,11.6,139,8.5,NA,NA,4370,NA
"1863",8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780,NA
"1864",8301,NA,NA,NA,1890,NA,93,NA,8.6,NA,NA,3030,NA
"1865",8302,264,0.5,135,289,1.52,16,97.8,8.95,NA,NA,1285,NA
"1866",8305,265,0.5,121,272,1.66,24.6,32.4,9.15,NA,NA,1255,NA
"1867",8306,NA,NA,NA,770,NA,31,NA,8.7,NA,NA,3800,NA
"1868",8307,NA,1,95,867,140,0,140,7.4,NA,NA,3900,NA
"1869",8308,NA,NA,150,608,170,0,20,8.5,NA,NA,9900,NA
"1870",8309,NA,NA,NA,1120,2.8,59,NA,NA,NA,NA,2480,NA
"1871",8311,NA,NA,NA,350,94,NA,70,8,NA,NA,1340,NA
"1872",8312,NA,2,1100,1500,26,24,110,8.1,NA,NA,4600,NA
"1873",8313,NA,1,425,1295,1.9,41.5,10,8.5,NA,NA,3110,NA
"1874",8314,NA,2.5,665,970,7.7,0,40,8.55,NA,NA,4700,0.33
"1875",8315,NA,1,400,943.5,3.6,39,25,8.55,NA,NA,2405,NA
"1876",8316,NA,1,55,586,16,0,70,8.3,NA,NA,1180,NA
"1877",8317,NA,1.5,160,NA,4.7,165.5,80,12.25,NA,NA,6450,0.03
"1878",8318,NA,NA,NA,1880,4.8,69,40,8.6,NA,NA,3690,NA
"1879",8319,NA,1,300,859,2.1,53,3400,8.6,NA,NA,2610,0.05
"1880",8320,210,0.8,99,239,7.335,11,40,8.6,NA,NA,2900,28
"1881",8321,NA,1,190,537,93,0,15,7.6,NA,NA,1350,9.8
"1882",8323,734,0.2,452,816,1.13,38.8,68.7,8.85,NA,NA,1845,NA
"1883",8324,NA,1,960,1240,2.8,404,30,8.6,NA,NA,NA,NA
"1884",8325,NA,1,330,513,6.4,0,10,8.6,NA,NA,3590,NA
"1885",8326,NA,NA,30,1360,6,110,190,8.5,NA,NA,4000,NA
"1886",8327,NA,NA,NA,620,2.4,36,NA,8.8,NA,NA,1750,NA
"1887",8328,NA,NA,95,370,37.5,0,150,8,NA,NA,1150,NA
"1888",8329,NA,NA,NA,380,29,0,35,7.9,NA,NA,1130,NA
"1889",8330,290,2.3,77,353,51.5,NA,37.1,7.8,NA,NA,1625,NA
"1890",8331,1650,1.5,875,2000,8.05,0,30,8.4,NA,NA,5790,NA
"1891",8333,NA,NA,NA,0,480,NA,480000,3.9,NA,NA,14200,NA
"1892",8334,NA,NA,NA,499,8.2,0,20,8.4,NA,NA,3220,NA
"1893",8335,NA,NA,NA,258,7.7,9,20,8.5,NA,NA,2960,NA
"1894",8336,NA,NA,310,710,4.2,56,330,8.7,NA,NA,2260,NA
"1895",8337,NA,1,1500,232,71,0,30,7.8,NA,NA,11400,0.08
"1896",8338,NA,NA,55,310,35.5,0,115,8.1,NA,NA,1119.5,NA
"1897",8339,NA,NA,NA,370,24,0,50,7.9,NA,NA,986,NA
"1898",8340,NA,NA,NA,296,23,0,10,7.9,NA,NA,665,NA
"1899",8342,NA,NA,1900,570,70,0,NA,8.3,NA,NA,10000,NA
"1900",8343,NA,NA,85,330,69.5,0,60,8.05,NA,NA,1745,NA
"1901",8344,474,0.8,159,578,375,NA,30,7.6,NA,NA,9065,NA
"1902",8345,NA,2,60,385,21,0,90,8,NA,NA,950,NA
"1903",8346,NA,NA,50,330,20,6,NA,8.4,NA,NA,930,NA
"1904",8347,NA,NA,65,315,17,0,230,7.9,NA,NA,840,NA
"1905",8348,NA,NA,NA,295,NA,16.5,NA,8.45,NA,NA,2001.5,NA
"1906",8349,NA,1,50,318,21,9,30,7.8,NA,NA,820,NA
"1907",8350,NA,NA,85,390,82,0,85,7.9,NA,NA,2200,NA
"1908",8351,NA,NA,100,368,15,0,20,7.9,NA,NA,950,NA
"1909",8353,NA,5,40,418,32,0,50,7.7,NA,NA,1280,NA
"1910",8354,NA,NA,NA,540,130,NA,440,8.4,NA,NA,1480,NA
"1911",8355,NA,NA,80,400,14,0,10,8.1,NA,NA,1000,NA
"1912",8356,NA,NA,50,340,24,11,500,8.5,NA,NA,1600,NA
"1913",8357,NA,2,75,330,17,NA,24700,8,NA,NA,990,0.6
"1914",8358,NA,8,55,390,37,0,3550,7.5,NA,NA,882,0.68
"1915",8359,NA,3,80,352,32.5,0,1230,7.7,NA,NA,1020,0.79
"1916",8360,NA,6,730,508,19,125,50,8.5,NA,NA,11000,0.18
"1917",8361,NA,14,190,486,3.8,27.5,150,8.5,NA,NA,1180,0.63
"1918",8362,NA,5,630,252,3.6,370,100,10,NA,NA,2200,2.7
"1919",8363,NA,2,540,992,2.8,181,80,9.1,NA,NA,3250,1
"1920",8364,NA,8.5,490,274,4.2,521.5,25,10,NA,NA,3500,0.05
"1921",8365,NA,1,580,1960,12,0,30,8,NA,NA,4200,0.14
"1922",8366,NA,NA,1100,NA,56,NA,210,7.8,NA,NA,13800,NA
"1923",8367,NA,1,605,700,40,0,40,8,NA,NA,14500,0.11
"1924",8368,NA,0.5,65,0,360,69,95,10.9,NA,NA,15000,0.01
"1925",8369,NA,1,645,611,56.5,0,20,7.8,NA,NA,12850,NA
"1926",8370,NA,1,520,882,2.9,70,660,8.4,NA,NA,2800,NA
"1927",8372,NA,NA,NA,318,1.7,31,20,9.1,NA,NA,1130,NA
"1928",8373,NA,5,385,160,12,0,110,8.9,NA,NA,7800,0.45
"1929",8374,NA,NA,200,313.5,2,35,110,9.25,NA,NA,1125,NA
