SiteID,Fe,pH,As,prism30yr,baseflow,Top5_Al,Top5_As,Top5_Ba,Top5_Be,Top5_Ca,Top5_Cs,Top5_In,Top5_K,Top5_Ni,Top5_Pb,Top5_S,Top5_Se,Top5_Sn,Top5_Te,Top5_Ti,Top5_Zn,A_Amorph,A_Analcime,A_Aragon,A_C_Tot,A_Calcite,A_Cd,A_Cs,A_Cu,A_Dolomite,A_Goethite,A_Gypsum,A_Hematite,A_Heuland,A_Hg,A_K,A_Kaolinit,A_Li,A_Mn,A_Mo,A_Other,A_P,A_Pb,A_Pyrite,A_Pyroxene,A_Quartz,A_S,A_Sb,A_Se,A_Serpent,A_Sr,A_Talc,A_Te,A_Th,A_Tl,A_Tot_10A,A_Tot_14A,A_Tot_Clay,A_Tot_Flds,A_Tot_K_fs,A_Tot_Zeol,A_U,A_W,C_Amorph,C_Analcime,C_aragon,C_Ca,C_Cd,C_Co,C_Cr,C_Cs,C_CTot,C_Cu,C_Gibbsite,C_Hg,C_K,C_Li,C_Mg,C_Mo,C_Na,C_Nb,C_Ni,C_Pb,C_Rb,C_S,C_Sb,C_Se,C_Sn,C_Sr,C_Te,C_Tl,C_U,C_V,C_W,C_Y,C_Goethite,C_Gypsum,C_Hematite,C_Heuland,C_Hornbl,C_Kaolinit,C_Pyroxene,C_Talc,C_Tot_10A,C_Tot_14A,C_Tot_K_fs,DepthToGW,GENERALIZE,UNIT_NAME,US_L3NAME,Data_Source,US_L3NAME_Arizona/New_Mexico_Plateau,US_L3NAME_Colorado_Plateaus,US_L3NAME_Arizona/New_Mexico_Mountains,US_L3NAME_Southern_Rockies,US_L3NAME_Wyoming_Basin,US_L3NAME_Central_Basin_and_Range,US_L3NAME_Wasatch_and_Uinta_Mountains,US_L3NAME_Mojave_Basin_and_Range,US_L3NAME_Sonoran_Basin_and_Range,UNIT_NAME_Residual_materials_developed_in_sediment,UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin,UNIT_NAME_Residual_materials_developed_in_fine-gra,UNIT_NAME_Alluvial_sediments_thin,UNIT_NAME_Eolian_sediments_mostly_loess_thin,UNIT_NAME_Residual_materials_developed_in_igneous_,UNIT_NAME_Residual_materials_developed_in_carbonat,UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks,UNIT_NAME_Residual_materials_developed_in_fine-grained_sedimentary_rocks,UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous,UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin,UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks,UNIT_NAME_Colluvial_sediments_thin,UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous,UNIT_NAME_Alluvial_sediments_thick,UNIT_NAME_Lacustrine_sediments,UNIT_NAME_Water,UNIT_NAME_Playa_sediments,UNIT_NAME_Rhyolitic_volcanic_rocks,GENERALIZE_Sedime,GENERALIZE_Uncons,GENERALIZE_Igneou,GENERALIZE_Unconsolidated_undifferentiated,GENERALIZE_Sedimentary_clastic,GENERALIZE_Water,GENERALIZE_Igneous_volcanic,GENERALIZE_Sedimentary_undifferentiated,GENERALIZE_Igneous_intrusive,GENERALIZE_Sedimentary_carbonate,GENERALIZE_Metamorphic_undifferentiated,GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated,GENERALIZE_Igneous_and_Sedimentary_undifferentiated,GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated,GENERALIZE_Metamorphic_volcanic,GENERALIZE_Metamorphic_sedimentary_clastic,ClassLTE1,ClassLTE2,ClassLTE3,ClassLTE5,ClassLTE10,ClassGT10,trainClassLTE1_splt,trainClassLTE2_splt,trainClassLTE3_splt,trainClassLTE5_splt,trainClassLTE10_splt,trainClassGT10_splt
120818,7,8.1,2,249.5950012,32,4.2187147,5.0758233,483.0043945,1.2831075,1.2944295,5.3981752,0.0349172,1.5558167,13.1311216,16.4932251,0.295191,0.2364296,1.3639941,0.1,0.2573622,42.933033,17.8215218,0,0.0528931,1.4328479,1.669242,0.166973,5.2660694,16.0860748,1.6652278,0,1.7713032,0.1402213,0,0.0210574,1.7480193,2.8212085,22.161459,406.7150269,0.7288899,0,422.4591675,15.8374596,0,0,46.7662201,0.3717211,0.7176338,0.2747259,0,161.8620911,0,0.1,8.3449335,0.4061594,7.7750683,0.4695975,11.0151119,16.7141075,7.5671625,0,2.0581822,0.5935942,23.3284531,0,0,2.0038807,0.1449933,10.2854958,31.7975502,7.8084292,1.1347632,13.1628046,0,0.0293052,1.5944403,28.9367142,0.8396024,0.9584135,0.592471,12.6835413,18.7426491,16.5802269,78.2203293,0.1251067,0.8756035,0.3157206,1.7572658,156.2104492,0.1267999,0.5208403,2.3260212,60.4479523,1.2689761,22.3907681,0,0.5649957,0.0775099,0,0.1781123,1.9330641,0,0,6.9460597,3.9997401,5.5386314,1.0221059,"Unconsolidated, undifferentiated","Alluvial sediments, thin",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
120866,265,7.5,0,252.4229889,35,3.9120097,5.1789865,452.0372925,1.2075832,1.1870424,5.39889,0.03275,1.5352974,12.1077175,16.2236214,0.2953373,0.2362385,1.2951019,0.1,0.2375647,39.6007767,17.6522293,0,0.0530001,1.4873568,1.8756024,0.1674589,5.2667341,15.4313879,1.7907926,0,1.7728199,0.0939114,0,0.0210285,1.7517676,3.034749,22.6452713,383.0697021,0.7457775,0,419.0358276,15.5544472,0,0,49.3550415,0.3718782,0.7702227,0.2748911,0,131.3469238,0,0.1,8.227006,0.4175355,7.8693705,0.6323484,11.2675714,14.7943687,7.4046526,0,2.0761182,0.6261144,23.6595516,0,0,1.9449167,0.1629772,9.7478724,31.0562077,7.9464889,1.0916443,12.5552425,0,0.0299506,1.5500653,30.0397568,0.8224686,0.962155,0.4853481,12.2100735,18.1131859,16.3335514,78.1603088,0.1251122,0.9747047,0.3272874,1.7332423,117.5915375,0.1268836,0.534736,2.3684528,57.5478172,1.2858744,21.2052917,0,0.564937,0.0843281,0,0,2.1628625,0,0,6.9598737,4.4376678,5.1288528,29.7691097,"Unconsolidated, undifferentiated","Alluvial sediments, thin",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
120901,790,8.4,17,242.7529907,31,4.242228,6.0596652,476.473999,1.310607,1.5482764,5.729363,0.0333601,1.5547819,13.3700771,15.9005432,0.300621,0.2473498,1.3417871,0.1,0.2412392,43.2364693,17.7291813,0,0,1.3033044,1.7803175,0.1523387,5.5964484,15.266222,2.0450065,0,1.757248,0.0379369,0,0.0196723,1.697024,2.8996744,22.9818859,342.1846619,0.7142991,0,428.4856262,14.9228163,0,0,49.2731857,0.3700334,0.7106884,0.2808494,0,135.4358063,0,0.1,7.9328542,0.4062898,7.9938364,0.451559,11.4355774,14.3279572,6.8790145,0,1.9624934,0.5446886,21.1660633,0,0,1.9558941,0.1375534,9.1744318,29.2860813,7.9339738,1.0300376,12.3926888,0,0.0263495,1.6014589,27.2831497,0.8195783,0.9581728,0.5707097,12.2366886,17.7325592,15.5561037,78.7422943,0.1264859,0.8734521,0.3110233,1.6419475,126.6106491,0.1267681,0.5168864,2.258508,54.8285789,1.1570511,22.1724491,0,0.5633671,0.0703086,0,0,2.2141726,0,0,6.8971729,3.1362646,5.6004558,-0.0996781,"Sedimentary, clastic",Residual materials developed in fine-grained sedimentary rocks,Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
121699,5.9,7.55,1.6,353.243988,63,5.1222134,5.1241813,513.6381836,2.0255349,3.3835864,5.7736254,0.0377705,1.8255546,12.3301477,18.1652031,0.2416948,0.2659745,1.6235622,0.1,0.2268062,54.8323784,22.8670368,0,0.0329649,3.6863716,5.8187742,0.2108909,5.8254428,39.8523407,0.8952555,0,1.5588685,0.0596942,0,0.0210263,1.8249606,1.2542248,28.1711731,634.1817017,1.5130756,0,490.5725708,18.0960445,0,0,38.0792542,0.2591992,0.5797161,0.2710522,0,160.0193329,0,0.1,8.6585951,0.414126,7.1224265,1.0950097,9.3565664,22.7123756,7.3913188,0,2.3971486,1.4720209,20.1003361,0,0,3.7510059,0.1786471,7.3105416,27.7681675,6.1261997,2.0764427,12.6526337,0,0.01934,1.9285454,30.9390965,0.6037459,1.9609208,1.2898139,48.947834,13.8940239,20.1219234,98.6107483,0.0944762,0.6271771,0.2580002,1.9469472,145.4814148,0.1199427,0.5601951,3.1672268,45.0526352,2.2993867,23.4661541,0,0.8139434,0.1097977,0,0,1.6355255,0,0,6.5767093,2.9003522,5.6002269,4.989449,"Igneous, volcanic",Residual materials developed in igneous and metamorphic rocks,Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
121700,19.8,6.75,0.14,583.9769897,60,5.5246954,5.3010554,494.3046875,2.4802101,3.0910223,5.9399772,0.0409529,2.0227208,12.0603046,20.2061291,0.2380659,0.2610399,1.9108142,0.1,0.2356616,61.8135681,23.5695,0,0.0392662,3.8744769,5.0202513,0.1881575,5.9941597,22.7085056,1.1638178,0,1.6304358,0.061155,0,0.0225814,2.044131,1.5727414,28.615715,732.1251221,1.9800154,0,462.4666138,18.6211224,0,0,33.9047813,0.2552866,0.5902295,0.2783256,0,148.8352661,0,0.1,9.3539581,0.4385975,6.321013,1.10203,8.31812,29.3155804,8.9448071,0,2.3577549,1.7381964,21.0968571,0,0,3.2830446,0.1618037,6.1913548,23.4620152,6.5709205,2.0380664,11.6073093,0,0.0229602,2.2447357,31.6605949,0.6297913,2.2928231,1.6437446,66.2859955,11.642024,22.4110146,122.3426132,0.1077829,0.6721728,0.2834176,2.3901811,140.5737457,0.1,0.6366924,3.5119109,42.2835884,2.6353621,27.3161774,0,0.8419832,0.1196976,0,0,1.7598562,0,0,6.8511381,1.9294716,6.3528528,1.9043579,"Igneous, volcanic",Rhyolitic volcanic rocks,Southern Rockies,WQP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
121774,470,7.9,3,238.6549988,2,4.7683678,6.4224381,538.5519409,1.4477065,4.2978168,6.7579794,0.0361329,1.6593091,13.1202536,18.0778828,0.439384,0.257461,1.5059156,0.1,0.2228121,58.967598,23.3033829,0,0.0331486,3.8414454,7.2980957,0.1919962,6.8518276,21.1422672,1.4792182,0,2.355489,0,0,0.0205012,1.6830246,1.0517561,30.7704391,384.5667419,0.9712054,0,583.4573364,17.8771858,0,0,39.9767876,0.4585879,0.671296,0.2660912,0,236.1272583,0,0.1,7.7453589,0.4327036,9.0871325,0.7805486,11.0718584,13.3996553,4.8548799,0,2.271374,1.1400034,16.9409389,0,0,3.9872003,0.1489471,6.2372522,20.3648167,7.0024781,1.6511811,10.1788826,0,0.018258,1.695447,28.8801517,0.7082302,0.957123,0.8733776,8.4693384,11.2119455,14.6874399,78.1056747,0.5540118,0.6714128,0.2658238,1.2358767,254.5887604,0.1,0.4706793,2.3607311,43.3110619,1.1891346,14.8712349,0,2.8942719,0.0109945,0,0,1.0883369,0,0,6.7879791,1.3312999,7.2687974,0.3674243,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
121794,1010,8,4.6,236.5379944,2,4.7500839,6.4264488,538.6106567,1.4428351,4.2478385,6.7484374,0.0360619,1.6636456,13.0666409,18.0358143,0.439866,0.2580129,1.5043381,0.1,0.221981,58.8952026,23.1427097,0,0.0331325,3.7786989,7.213347,0.1917193,6.8382273,20.8550549,1.4937253,0,2.361038,0,0,0.0204788,1.6880294,1.0556604,30.6709137,381.205719,0.9718195,0,582.8311157,17.827301,0,0,40.3608284,0.4607421,0.6712467,0.2665401,0,235.2882538,0,0.1,7.72124,0.4324098,9.0419865,0.7766715,11.014082,13.582283,4.9198775,0,2.2614427,1.1373844,16.895628,0,0,3.9381623,0.1486166,6.196692,20.2973366,6.9995456,1.6476225,10.1268597,0,0.0182646,1.7057979,28.8690815,0.7082283,0.958514,0.8817695,8.4155569,11.1734791,14.6672754,78.2964325,0.5502763,0.6715865,0.2666929,1.2328961,254.2365723,0.1,0.4709306,2.3535545,43.274128,1.1891918,14.8324871,0,2.883889,0.010983,0,0,1.0962373,0,0,6.7863655,1.3027151,7.3478875,0.2319546,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
121811,49.4,7.65,0.3,377.5619812,3,4.9545159,6.1287775,534.3804932,1.5081689,5.4690728,6.8403058,0.0366556,1.5178844,13.7065258,17.7261124,0.4276805,0.2411216,1.4962496,0.1,0.234375,54.2994804,26.2230186,0,0.0332887,4.5078893,10.0620499,0.2121781,7.0981927,33.5952263,0.9393219,0,2.0635121,0,0,0.0207068,1.5229756,0.6204413,31.3762856,435.2301331,0.8565432,0,556.9691772,17.6550503,0,0,34.3344688,0.3966457,0.632309,0.2423609,0,244.5161896,0,0.1,7.9113941,0.4400715,9.2085161,1.0522208,11.3819065,10.0381365,3.9708712,0,2.4236853,1.0768733,18.9439316,0,0,5.953167,0.1690767,7.0800209,22.5328426,6.8797593,2.1440854,11.2872944,0,0.0173652,1.4386342,28.9442902,0.7292427,0.9762346,0.696945,9.4406004,12.1701355,15.3078785,74.5140152,0.933455,0.6499386,0.249503,1.3490272,382.0205688,0.1,0.4658574,2.5334425,44.8284607,1.2156757,16.0785007,0,5.0675755,0,0,0,0.8867155,0,0,6.4810562,2.3663182,4.8561106,5.5048575,"Sedimentary, undifferentiated","Residual materials developed in carbonate rocks, discontinuous",Arizona/New Mexico Mountains,WQP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
121822,14,7.75,4.5,242.7009888,2,4.7114625,6.4741111,536.2740479,1.4327345,4.0889335,6.7149229,0.0358598,1.6791346,12.9393702,17.9591923,0.4423199,0.2605356,1.5023973,0.1,0.2199961,59.0384979,22.5779686,0,0.0330142,3.5900972,6.6525621,0.1909527,6.7906795,19.9100342,1.6288663,0,2.41587,0,0,0.0204618,1.7091134,1.1140381,30.4639168,372.1949768,0.9892713,0,582.6307983,17.724535,0,0,41.4754486,0.4718182,0.6713231,0.2684856,0,233.0362549,0,0.1,7.6963372,0.4320485,8.9894524,0.7339264,10.9247484,14.3362322,5.1844621,0,2.2331889,1.1340255,16.6894913,0,0,3.766618,0.1479899,6.0600343,20.1103477,6.9898486,1.6338148,9.9524746,0,0.0182941,1.736805,28.8142357,0.712038,0.9674326,0.9080477,8.1369486,11.0547895,14.5742855,78.6712494,0.540647,0.6720426,0.2705112,1.2245994,253.0485229,0.1,0.4722054,2.3241363,43.2119064,1.1772748,14.7282333,0,2.8572757,0.0111048,0,0,1.1431339,0,0,6.7827115,1.1881363,7.6264958,48.4710541,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1
121831,7,7.2,6.05,236.946991,2,4.7356005,6.4198556,539.1109619,1.4399315,4.2334819,6.7458258,0.0360132,1.664175,13.0320044,17.9859753,0.4398739,0.2580389,1.5028881,0.1,0.22147,58.7113609,22.9793091,0,0.0331165,3.7467749,7.1276035,0.1915341,6.8342757,20.7655182,1.5086262,0,2.3669286,0,0,0.0204476,1.6874446,1.0596286,30.5942898,379.0645447,0.9667033,0,581.817749,17.7723274,0,0,40.7487717,0.460874,0.6711431,0.2666008,0,234.7763214,0,0.1,7.6953964,0.4321266,8.9962254,0.7726998,10.9554462,13.7667923,4.9861379,0,2.2570655,1.1336493,16.9134731,0,0,3.9310997,0.1485213,6.1933727,20.2943115,6.9987264,1.6476263,10.1209679,0,0.0182727,1.7094973,28.878149,0.7087547,0.9609466,0.8834513,8.4532127,11.1686592,14.6834555,78.5070038,0.5484063,0.6718427,0.2668772,1.2341125,254.0949707,0.1,0.4712754,2.3564787,43.2774734,1.1944859,14.8397846,0,2.8787379,0.0109213,0,0,1.0969845,0,0,6.7859974,1.302451,7.3512421,0.1812414,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
121835,3.9,7.8,0.7,344.4219971,8,4.9454093,5.8710785,547.9094238,1.5002041,5.4438381,6.7382226,0.036112,1.5323454,13.258666,17.5940132,0.4330874,0.242007,1.5055916,0.1,0.2311378,56.2473717,25.6614723,0,0.0333978,4.3291793,9.9803772,0.217099,6.9578624,37.7483063,0.8337104,0,2.1666012,0,0,0.0209463,1.5358652,0.489779,30.4668388,437.2970886,0.847296,0,561.2018433,17.5226803,0,0,34.7875977,0.4158195,0.6211395,0.2433264,0,251.7597961,0,0.1,7.764081,0.428512,8.6729574,1.0524722,10.7716093,10.8328485,4.4204817,0,2.3446801,1.0535918,17.6721172,0,0,5.8897924,0.1685382,6.7509661,20.9124298,6.6498599,2.0552113,10.6873455,0,0.0155368,1.4407159,26.9581261,0.6918366,0.9874302,0.731744,9.6963205,11.376502,15.2788877,72.6408539,0.9504221,0.5913149,0.240319,1.3182875,380.56073,0.1,0.4574279,2.467659,42.1198807,1.2105542,15.8897924,0,5.1371436,0.0108471,0,0,0.6348631,0,0,5.7385554,2.2826803,5.0616512,-0.3384691,"Sedimentary, undifferentiated","Residual materials developed in carbonate rocks, discontinuous",Arizona/New Mexico Mountains,WQP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
121839,149,7.65,4,238.17099,2,4.713222,6.4440475,538.0122681,1.43348,4.1393919,6.7265162,0.0359038,1.6733984,12.9579363,17.9490185,0.441205,0.2594297,1.501543,0.1,0.2203023,58.8064957,22.712904,0,0.0330672,3.6402309,6.8840718,0.1911176,6.8069701,20.2001324,1.5619528,0,2.3884795,0,0,0.0204389,1.6999226,1.0823346,30.4734573,374.0368042,0.9764692,0,581.7924194,17.7224255,0,0,41.3150215,0.4668146,0.6711872,0.2676695,0,233.5242004,0,0.1,7.6792917,0.4318882,8.9627895,0.7549664,10.9023285,14.121851,5.1084361,0,2.2403753,1.1323129,16.7879982,0,0,3.8300078,0.1480652,6.109859,20.1681671,6.9930067,1.6394295,10.0151243,0,0.0182842,1.7277588,28.8431225,0.7098386,0.9639215,0.8993106,8.2810593,11.0944939,14.6210375,78.6868668,0.5429924,0.6720061,0.2689286,1.2276407,253.4440308,0.1,0.471723,2.3376284,43.2196846,1.1871214,14.7642536,0,2.8637223,0.0109923,0,0,1.1204311,0,0,6.7834859,1.2350897,7.5207877,33.7453384,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0
121866,4,7.3,3,238.6619873,2,4.7114625,6.3956738,540.6657104,1.4362848,4.239697,6.7475924,0.0359429,1.6615767,12.9816914,17.8828697,0.4393692,0.2575489,1.500229,0.1,0.2207717,58.2402534,22.8047886,0,0.0331309,3.715404,7.1809959,0.1912625,6.8361588,20.841629,1.4901496,0,2.3597178,0,0,0.0203779,1.6808945,1.0431901,30.4662895,376.1381531,0.9510443,0,579.4161987,17.6614723,0,0,41.2138329,0.4588682,0.6708806,0.2663209,0,234.0809174,0,0.1,7.6427455,0.431578,8.8907995,0.7838119,10.8367653,13.8746939,5.0374174,0,2.25389,1.1253334,17.0098267,0,0,3.9568055,0.1485157,6.2216082,20.3453789,6.9991708,1.6510905,10.1528807,0,0.018289,1.7105559,28.9153862,0.7099169,0.9666339,0.8808197,8.6290226,11.1896439,14.7520981,78.942543,0.546154,0.6724091,0.2665153,1.2404168,254.0182495,0.1,0.4720311,2.3719585,43.3171425,1.2103475,14.8950787,0,2.8726203,0.0107476,0,0,1.0904847,0,0,6.786305,1.3302587,7.2859864,0.3656913,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
121870,80,7.4,7,245.4720001,2,4.6655545,6.4617453,537.0435791,1.4240077,4.0319281,6.7027555,0.0356946,1.6824756,12.8288755,17.8078995,0.4428165,0.2609873,1.49822,0.1,0.2183705,58.5555801,22.1580505,0,0.0329923,3.47593,6.5089245,0.1903384,6.7727146,19.4984818,1.6569486,0,2.4302568,0,0,0.020372,1.7100639,1.1153976,30.2259712,365.1743774,0.9779333,0,579.8307495,17.5561771,0,0,42.4413109,0.4744459,0.6710465,0.2689423,0,231.4076538,0,0.1,7.6234474,0.4312239,8.8452387,0.7308115,10.749094,14.7353954,5.3448133,0,2.2177689,1.1234742,16.7201595,0,0,3.7317779,0.1478056,6.0397243,20.0974331,6.986156,1.6322763,9.9221525,0,0.0183234,1.750043,28.8363819,0.7150952,0.9772449,0.9144481,8.2213984,11.0338783,14.6120567,79.3116608,0.5358416,0.6728555,0.2716368,1.2284058,252.5381927,0.1,0.473458,2.3303397,43.2337341,1.191005,14.7582817,0,2.8442328,0.0109521,0,0,1.153273,0,0,6.7818475,1.1726795,7.6613874,55.5198975,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1
121877,30,8.1,10,245.4720001,2,4.6655545,6.4617453,537.0435791,1.4240077,4.0319281,6.7027555,0.0356946,1.6824756,12.8288755,17.8078995,0.4428165,0.2609873,1.49822,0.1,0.2183705,58.5555801,22.1580505,0,0.0329923,3.47593,6.5089245,0.1903384,6.7727146,19.4984818,1.6569486,0,2.4302568,0,0,0.020372,1.7100639,1.1153976,30.2259712,365.1743774,0.9779333,0,579.8307495,17.5561771,0,0,42.4413109,0.4744459,0.6710465,0.2689423,0,231.4076538,0,0.1,7.6234474,0.4312239,8.8452387,0.7308115,10.749094,14.7353954,5.3448133,0,2.2177689,1.1234742,16.7201595,0,0,3.7317779,0.1478056,6.0397243,20.0974331,6.986156,1.6322763,9.9221525,0,0.0183234,1.750043,28.8363819,0.7150952,0.9772449,0.9144481,8.2213984,11.0338783,14.6120567,79.3116608,0.5358416,0.6728555,0.2716368,1.2284058,252.5381927,0.1,0.473458,2.3303397,43.2337341,1.191005,14.7582817,0,2.8442328,0.0109521,0,0,1.153273,0,0,6.7818475,1.1726795,7.6613874,55.6347733,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0
121885,70,7.5,9,246.9589996,2,4.6495805,6.437644,538.6135864,1.4205635,4.0361018,6.7048497,0.0356639,1.6808213,12.7966747,17.7513275,0.4422582,0.2604592,1.4959816,0.1,0.2179074,58.2508087,22.0651455,0,0.0330082,3.4629047,6.5558329,0.1902198,6.7754102,19.5280666,1.6321307,0,2.4202263,0,0,0.0203257,1.7055593,1.1004312,30.1400375,363.7300415,0.9660325,0,578.3671875,17.4993286,0,0,42.7570457,0.4719923,0.6708653,0.2685947,0,231.0901489,0,0.1,7.5842505,0.4307957,8.7813644,0.738992,10.6733809,14.8054752,5.370656,0,2.2155542,1.1189471,16.7805042,0,0,3.7511034,0.1476571,6.0550489,20.1052303,6.9864774,1.6346174,9.940073,0,0.0183234,1.750496,28.8573856,0.7137843,0.9769889,0.9130008,8.3314362,11.0419235,14.6449709,79.5326462,0.5350842,0.6730448,0.2710037,1.2298564,252.5914001,0.1,0.4733886,2.3383687,43.2232094,1.20135,14.7729225,0,2.8421178,0.0108331,0,0,1.1409779,0,0,6.7814698,1.192331,7.6242208,55.0389214,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
121886,20,7.9,5,246.9589996,2,4.6495805,6.437644,538.6135864,1.4205635,4.0361018,6.7048497,0.0356639,1.6808213,12.7966747,17.7513275,0.4422582,0.2604592,1.4959816,0.1,0.2179074,58.2508087,22.0651455,0,0.0330082,3.4629047,6.5558329,0.1902198,6.7754102,19.5280666,1.6321307,0,2.4202263,0,0,0.0203257,1.7055593,1.1004312,30.1400375,363.7300415,0.9660325,0,578.3671875,17.4993286,0,0,42.7570457,0.4719923,0.6708653,0.2685947,0,231.0901489,0,0.1,7.5842505,0.4307957,8.7813644,0.738992,10.6733809,14.8054752,5.370656,0,2.2155542,1.1189471,16.7805042,0,0,3.7511034,0.1476571,6.0550489,20.1052303,6.9864774,1.6346174,9.940073,0,0.0183234,1.750496,28.8573856,0.7137843,0.9769889,0.9130008,8.3314362,11.0419235,14.6449709,79.5326462,0.5350842,0.6730448,0.2710037,1.2298564,252.5914001,0.1,0.4733886,2.3383687,43.2232094,1.20135,14.7729225,0,2.8421178,0.0108331,0,0,1.1409779,0,0,6.7814698,1.192331,7.6242208,55.0389214,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Arizona/New Mexico Plateau,WQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
